site;src;index;date;temp;;;;;;;
Knysna;SAWS;Knysna/ SAWS;September;14,47;;;;;;;
Knysna;SAWS;Knysna/ SAWS;September;15,58;;;;;;;
Knysna;SAWS;Knysna/ SAWS;September;15,83;;;;;;;
Knysna;SAWS;Knysna/ SAWS;September;15,74;;;;;;;
Knysna;SAWS;Knysna/ SAWS;September;15,75;;;;;;;
Knysna;SAWS;Knysna/ SAWS;September;14,88;;;;;;;
Knysna;SAWS;Knysna/ SAWS;September;14,78;;;;;;;
Knysna;SAWS;Knysna/ SAWS;September;15,88;;;;;;;
Knysna;SAWS;Knysna/ SAWS;September;15,75;;;;;;;
Knysna;SAWS;Knysna/ SAWS;September;14,98;;;;;;;
Knysna;SAWS;Knysna/ SAWS;September;15,91;;;;;;;
Knysna;SAWS;Knysna/ SAWS;September;15,83;;;;;;;
Knysna;SAWS;Knysna/ SAWS;September;16,18;;;;;;;
Knysna;SAWS;Knysna/ SAWS;September;16,22;;;;;;;
Knysna;SAWS;Knysna/ SAWS;September;15,82;;;;;;;
Knysna;SAWS;Knysna/ SAWS;September;15,23;;;;;;;
Knysna;SAWS;Knysna/ SAWS;September;16,14;;;;;;;
Knysna;SAWS;Knysna/ SAWS;September;16,03;;;;;;;
Knysna;SAWS;Knysna/ SAWS;September;15,77;;;;;;;
Knysna;SAWS;Knysna/ SAWS;September;15,65;;;;;;;
Knysna;SAWS;Knysna/ SAWS;September;16,00;;;;;;;
Knysna;SAWS;Knysna/ SAWS;September;15,53;;;;;;;
Knysna;SAWS;Knysna/ SAWS;September;15,95;;;;;;;
Knysna;SAWS;Knysna/ SAWS;September;15,58;;;;;;;
Knysna;SAWS;Knysna/ SAWS;September;13,91;;;;;;;
Knysna;SAWS;Knysna/ SAWS;September;NA;;;;;;;
Knysna;SAWS;Knysna/ SAWS;September;17,36;;;;;;;
Knysna;SAWS;Knysna/ SAWS;September;16,40;;;;;;;
Knysna;SAWS;Knysna/ SAWS;September;16,83;;;;;;;
Knysna;SAWS;Knysna/ SAWS;September;16,80;;;;;;;
Knysna;SAWS;Knysna/ SAWS;September;15,60;;;;;;;
Knysna;SAWS;Knysna/ SAWS;September;16,72;;;;;;;
Knysna;SAWS;Knysna/ SAWS;September;17,02;;;;;;;
Knysna;SAWS;Knysna/ SAWS;September;15,70;;;;;;;
Knysna;SAWS;Knysna/ SAWS;September;15,60;;;;;;;
Knysna;SAWS;Knysna/ SAWS;September;14,96;;;;;;;
Knysna;SAWS;Knysna/ SAWS;September;15,35;;;;;;;
Knysna;SAWS;Knysna/ SAWS;September;16,33;;;;;;;
Knysna;SAWS;Knysna/ SAWS;September;15,73;;;;;;;
Knysna;SAWS;Knysna/ SAWS;September;17,13;;;;;;;
Knysna;SAWS;Knysna/ SAWS;September;16,18;;;;;;;
Knysna;SAWS;Knysna/ SAWS;September;17,25;;;;;;;
Knysna;SAWS;Knysna/ SAWS;September;15,77;;;;;;;
Knysna;SAWS;Knysna/ SAWS;October;16,66;17,05916667;;;;;;
Knysna;SAWS;Knysna/ SAWS;October;15,45;;;;;;;
Knysna;SAWS;Knysna/ SAWS;October;17,69;;;;;;;
Knysna;SAWS;Knysna/ SAWS;October;16,44;;;;;;;
Knysna;SAWS;Knysna/ SAWS;October;16,66;;;;;;;
Knysna;SAWS;Knysna/ SAWS;October;18,06;;;;;;;
Knysna;SAWS;Knysna/ SAWS;October;15,84;;;;;;;
Knysna;SAWS;Knysna/ SAWS;October;16,58;;;;;;;
Knysna;SAWS;Knysna/ SAWS;October;17,00;;;;;;;
Knysna;SAWS;Knysna/ SAWS;October;17,45;;;;;;;
Knysna;SAWS;Knysna/ SAWS;October;16,89;;;;;;;
Knysna;SAWS;Knysna/ SAWS;October;16,65;;;;;;;
Knysna;SAWS;Knysna/ SAWS;October;17,02;;;;;;;
Knysna;SAWS;Knysna/ SAWS;October;17,69;;;;;;;
Knysna;SAWS;Knysna/ SAWS;October;16,95;;;;;;;
Knysna;SAWS;Knysna/ SAWS;October;16,61;;;;;;;
Knysna;SAWS;Knysna/ SAWS;October;16,36;;;;;;;
Knysna;SAWS;Knysna/ SAWS;October;16,69;;;;;;;
Knysna;SAWS;Knysna/ SAWS;October;16,77;;;;;;;
Knysna;SAWS;Knysna/ SAWS;October;17,02;;;;;;;
Knysna;SAWS;Knysna/ SAWS;October;15,67;;;;;;;
Knysna;SAWS;Knysna/ SAWS;October;15,00;;;;;;;
Knysna;SAWS;Knysna/ SAWS;October;16,89;;;;;;;
Knysna;SAWS;Knysna/ SAWS;October;16,90;;;;;;;
Knysna;SAWS;Knysna/ SAWS;October;16,65;;;;;;;
Knysna;SAWS;Knysna/ SAWS;October;16,72;;;;;;;
Knysna;SAWS;Knysna/ SAWS;October;NA;;;;;;;
Knysna;SAWS;Knysna/ SAWS;October;16,48;;;;;;;
Knysna;SAWS;Knysna/ SAWS;October;18,23;;;;;;;
Knysna;SAWS;Knysna/ SAWS;October;18,89;;;;;;;
Knysna;SAWS;Knysna/ SAWS;October;16,73;;;;;;;
Knysna;SAWS;Knysna/ SAWS;October;17,40;;;;;;;
Knysna;SAWS;Knysna/ SAWS;October;18,02;;;;;;;
Knysna;SAWS;Knysna/ SAWS;October;17,08;;;;;;;
Knysna;SAWS;Knysna/ SAWS;October;17,10;;;;;;;
Knysna;SAWS;Knysna/ SAWS;October;NA;;;;;;;
Knysna;SAWS;Knysna/ SAWS;October;15,90;;;;;;;
Knysna;SAWS;Knysna/ SAWS;October;15,65;;;;;;;
Knysna;SAWS;Knysna/ SAWS;October;16,98;;;;;;;
Knysna;SAWS;Knysna/ SAWS;October;19,87;;;;;;;
Knysna;SAWS;Knysna/ SAWS;October;18,20;;;;;;;
Knysna;SAWS;Knysna/ SAWS;October;19,39;;;;;;;
Knysna;SAWS;Knysna/ SAWS;October;17,88;;;;;;;
Knysna;SAWS;Knysna/ SAWS;October;18,40;;;;;;;
Knysna;SAWS;Knysna/ SAWS;November;15,10;18,304;;;;;;
Knysna;SAWS;Knysna/ SAWS;November;16,75;;;;;;;
Knysna;SAWS;Knysna/ SAWS;November;18,97;;;;;;;
Knysna;SAWS;Knysna/ SAWS;November;18,45;;;;;;;
Knysna;SAWS;Knysna/ SAWS;November;17,77;;;;;;;
Knysna;SAWS;Knysna/ SAWS;November;19,00;;;;;;;
Knysna;SAWS;Knysna/ SAWS;November;18,83;;;;;;;
Knysna;SAWS;Knysna/ SAWS;November;17,63;;;;;;;
Knysna;SAWS;Knysna/ SAWS;November;18,02;;;;;;;
Knysna;SAWS;Knysna/ SAWS;November;19,07;;;;;;;
Knysna;SAWS;Knysna/ SAWS;November;18,90;;;;;;;
Knysna;SAWS;Knysna/ SAWS;November;19,37;;;;;;;
Knysna;SAWS;Knysna/ SAWS;November;16,83;;;;;;;
Knysna;SAWS;Knysna/ SAWS;November;17,37;;;;;;;
Knysna;SAWS;Knysna/ SAWS;November;17,98;;;;;;;
Knysna;SAWS;Knysna/ SAWS;November;16,95;;;;;;;
Knysna;SAWS;Knysna/ SAWS;November;15,55;;;;;;;
Knysna;SAWS;Knysna/ SAWS;November;18,02;;;;;;;
Knysna;SAWS;Knysna/ SAWS;November;17,60;;;;;;;
Knysna;SAWS;Knysna/ SAWS;November;18,88;;;;;;;
Knysna;SAWS;Knysna/ SAWS;November;18,02;;;;;;;
Knysna;SAWS;Knysna/ SAWS;November;16,94;;;;;;;
Knysna;SAWS;Knysna/ SAWS;November;20,00;;;;;;;
Knysna;SAWS;Knysna/ SAWS;November;18,31;;;;;;;
Knysna;SAWS;Knysna/ SAWS;November;16,33;;;;;;;
Knysna;SAWS;Knysna/ SAWS;November;18,04;;;;;;;
Knysna;SAWS;Knysna/ SAWS;November;NA;;;;;;;
Knysna;SAWS;Knysna/ SAWS;November;17,60;;;;;;;
Knysna;SAWS;Knysna/ SAWS;November;19,93;;;;;;;
Knysna;SAWS;Knysna/ SAWS;November;18,65;;;;;;;
Knysna;SAWS;Knysna/ SAWS;November;18,45;;;;;;;
Knysna;SAWS;Knysna/ SAWS;November;19,85;;;;;;;
Knysna;SAWS;Knysna/ SAWS;November;21,12;;;;;;;
Knysna;SAWS;Knysna/ SAWS;November;19,20;;;;;;;
Knysna;SAWS;Knysna/ SAWS;November;18,00;;;;;;;
Knysna;SAWS;Knysna/ SAWS;November;15,66;;;;;;;
Knysna;SAWS;Knysna/ SAWS;November;15,86;;;;;;;
Knysna;SAWS;Knysna/ SAWS;November;17,25;;;;;;;
Knysna;SAWS;Knysna/ SAWS;November;18,50;;;;;;;
Knysna;SAWS;Knysna/ SAWS;November;21,67;;;;;;;
Knysna;SAWS;Knysna/ SAWS;November;19,85;;;;;;;
Knysna;SAWS;Knysna/ SAWS;November;21,47;;;;;;;
Knysna;SAWS;Knysna/ SAWS;November;18,47;;;;;;;
Knysna;SAWS;Knysna/ SAWS;November;20,88;;;;;;;
Knysna;SAWS;Knysna/ SAWS;December;18,29;19,67129268;;;;;;
Knysna;SAWS;Knysna/ SAWS;December;18,02;;;;;;;
Knysna;SAWS;Knysna/ SAWS;December;20,37;;;;;;;
Knysna;SAWS;Knysna/ SAWS;December;18,40;;;;;;;
Knysna;SAWS;Knysna/ SAWS;December;19,84;;;;;;;
Knysna;SAWS;Knysna/ SAWS;December;20,28;;;;;;;
Knysna;SAWS;Knysna/ SAWS;December;20,68;;;;;;;
Knysna;SAWS;Knysna/ SAWS;December;20,67;;;;;;;
Knysna;SAWS;Knysna/ SAWS;December;20,46;;;;;;;
Knysna;SAWS;Knysna/ SAWS;December;19,22;;;;;;;
Knysna;SAWS;Knysna/ SAWS;December;20,63;;;;;;;
Knysna;SAWS;Knysna/ SAWS;December;21,60;;;;;;;
Knysna;SAWS;Knysna/ SAWS;December;18,90;;;;;;;
Knysna;SAWS;Knysna/ SAWS;December;17,80;;;;;;;
Knysna;SAWS;Knysna/ SAWS;December;19,05;;;;;;;
Knysna;SAWS;Knysna/ SAWS;December;19,76;;;;;;;
Knysna;SAWS;Knysna/ SAWS;December;17,80;;;;;;;
Knysna;SAWS;Knysna/ SAWS;December;20,42;;;;;;;
Knysna;SAWS;Knysna/ SAWS;December;19,33;;;;;;;
Knysna;SAWS;Knysna/ SAWS;December;20,88;;;;;;;
Knysna;SAWS;Knysna/ SAWS;December;20,06;;;;;;;
Knysna;SAWS;Knysna/ SAWS;December;19,08;;;;;;;
Knysna;SAWS;Knysna/ SAWS;December;18,84;;;;;;;
Knysna;SAWS;Knysna/ SAWS;December;16,89;;;;;;;
Knysna;SAWS;Knysna/ SAWS;December;19,63;;;;;;;
Knysna;SAWS;Knysna/ SAWS;December;17,40;;;;;;;
Knysna;SAWS;Knysna/ SAWS;December;NA;;;;;;;
Knysna;SAWS;Knysna/ SAWS;December;16,79;;;;;;;
Knysna;SAWS;Knysna/ SAWS;December;21,07;;;;;;;
Knysna;SAWS;Knysna/ SAWS;December;NA;;;;;;;
Knysna;SAWS;Knysna/ SAWS;December;21,82;;;;;;;
Knysna;SAWS;Knysna/ SAWS;December;21,52;;;;;;;
Knysna;SAWS;Knysna/ SAWS;December;23,52;;;;;;;
Knysna;SAWS;Knysna/ SAWS;December;21,21;;;;;;;
Knysna;SAWS;Knysna/ SAWS;December;20,14;;;;;;;
Knysna;SAWS;Knysna/ SAWS;December;16,20;;;;;;;
Knysna;SAWS;Knysna/ SAWS;December;NA;;;;;;;
Knysna;SAWS;Knysna/ SAWS;December;16,22;;;;;;;
Knysna;SAWS;Knysna/ SAWS;December;18,58;;;;;;;
Knysna;SAWS;Knysna/ SAWS;December;20,00;;;;;;;
Knysna;SAWS;Knysna/ SAWS;December;20,08;;;;;;;
Knysna;SAWS;Knysna/ SAWS;December;22,02;;;;;;;
Knysna;SAWS;Knysna/ SAWS;December;19,84;;;;;;;
Knysna;SAWS;Knysna/ SAWS;December;23,26;;;;;;;
Muizenberg;SAWS;Muizenberg/ SAWS;January;19,46;19,56651163;;;;;;
Muizenberg;SAWS;Muizenberg/ SAWS;January;20,21;;;;;;;
Muizenberg;SAWS;Muizenberg/ SAWS;January;18,42;;;;;;;
Muizenberg;SAWS;Muizenberg/ SAWS;January;19,31;;;;;;;
Muizenberg;SAWS;Muizenberg/ SAWS;January;18,77;;;;;;;
Muizenberg;SAWS;Muizenberg/ SAWS;January;18,94;;;;;;;
Muizenberg;SAWS;Muizenberg/ SAWS;January;19,77;;;;;;;
Muizenberg;SAWS;Muizenberg/ SAWS;January;22,13;;;;;;;
Muizenberg;SAWS;Muizenberg/ SAWS;January;19,92;;;;;;;
Muizenberg;SAWS;Muizenberg/ SAWS;January;20,39;;;;;;;
Muizenberg;SAWS;Muizenberg/ SAWS;January;20,57;;;;;;;
Muizenberg;SAWS;Muizenberg/ SAWS;January;20,19;;;;;;;
Muizenberg;SAWS;Muizenberg/ SAWS;January;19,18;;;;;;;
Muizenberg;SAWS;Muizenberg/ SAWS;January;20,08;;;;;;;
Muizenberg;SAWS;Muizenberg/ SAWS;January;20,19;;;;;;;
Muizenberg;SAWS;Muizenberg/ SAWS;January;18,21;;;;;;;
Muizenberg;SAWS;Muizenberg/ SAWS;January;19,40;;;;;;;
Muizenberg;SAWS;Muizenberg/ SAWS;January;19,86;;;;;;;
Muizenberg;SAWS;Muizenberg/ SAWS;January;19,34;;;;;;;
Muizenberg;SAWS;Muizenberg/ SAWS;January;18,57;;;;;;;
Muizenberg;SAWS;Muizenberg/ SAWS;January;17,45;;;;;;;
Muizenberg;SAWS;Muizenberg/ SAWS;January;19,15;;;;;;;
Muizenberg;SAWS;Muizenberg/ SAWS;January;18,60;;;;;;;
Muizenberg;SAWS;Muizenberg/ SAWS;January;19,36;;;;;;;
Muizenberg;SAWS;Muizenberg/ SAWS;January;18,90;;;;;;;
Muizenberg;SAWS;Muizenberg/ SAWS;January;20,10;;;;;;;
Muizenberg;SAWS;Muizenberg/ SAWS;January;22,60;;;;;;;
Muizenberg;SAWS;Muizenberg/ SAWS;January;19,00;;;;;;;
Muizenberg;SAWS;Muizenberg/ SAWS;January;19,33;;;;;;;
Muizenberg;SAWS;Muizenberg/ SAWS;January;20,19;;;;;;;
Muizenberg;SAWS;Muizenberg/ SAWS;January;19,29;;;;;;;
Muizenberg;SAWS;Muizenberg/ SAWS;January;19,65;;;;;;;
Muizenberg;SAWS;Muizenberg/ SAWS;January;19,65;;;;;;;
Muizenberg;SAWS;Muizenberg/ SAWS;January;20,37;;;;;;;
Muizenberg;SAWS;Muizenberg/ SAWS;January;18,86;;;;;;;
Muizenberg;SAWS;Muizenberg/ SAWS;January;19,26;;;;;;;
Muizenberg;SAWS;Muizenberg/ SAWS;January;18,53;;;;;;;
Muizenberg;SAWS;Muizenberg/ SAWS;January;18,60;;;;;;;
Muizenberg;SAWS;Muizenberg/ SAWS;January;21,13;;;;;;;
Muizenberg;SAWS;Muizenberg/ SAWS;January;19,48;;;;;;;
Muizenberg;SAWS;Muizenberg/ SAWS;January;20,07;;;;;;;
Muizenberg;SAWS;Muizenberg/ SAWS;January;20,07;;;;;;;
Muizenberg;SAWS;Muizenberg/ SAWS;January;18,85;;;;;;;
Muizenberg;SAWS;Muizenberg/ SAWS;February;18,73;19,02051163;;;;;;
Muizenberg;SAWS;Muizenberg/ SAWS;February;17,95;;;;;;;
Muizenberg;SAWS;Muizenberg/ SAWS;February;18,36;;;;;;;
Muizenberg;SAWS;Muizenberg/ SAWS;February;20,04;;;;;;;
Muizenberg;SAWS;Muizenberg/ SAWS;February;20,07;;;;;;;
Muizenberg;SAWS;Muizenberg/ SAWS;February;18,82;;;;;;;
Muizenberg;SAWS;Muizenberg/ SAWS;February;18,17;;;;;;;
Muizenberg;SAWS;Muizenberg/ SAWS;February;21,64;;;;;;;
Muizenberg;SAWS;Muizenberg/ SAWS;February;19,96;;;;;;;
Muizenberg;SAWS;Muizenberg/ SAWS;February;19,70;;;;;;;
Muizenberg;SAWS;Muizenberg/ SAWS;February;19,62;;;;;;;
Muizenberg;SAWS;Muizenberg/ SAWS;February;19,54;;;;;;;
Muizenberg;SAWS;Muizenberg/ SAWS;February;19,50;;;;;;;
Muizenberg;SAWS;Muizenberg/ SAWS;February;19,86;;;;;;;
Muizenberg;SAWS;Muizenberg/ SAWS;February;18,76;;;;;;;
Muizenberg;SAWS;Muizenberg/ SAWS;February;17,30;;;;;;;
Muizenberg;SAWS;Muizenberg/ SAWS;February;17,39;;;;;;;
Muizenberg;SAWS;Muizenberg/ SAWS;February;18,86;;;;;;;
Muizenberg;SAWS;Muizenberg/ SAWS;February;19,47;;;;;;;
Muizenberg;SAWS;Muizenberg/ SAWS;February;18,21;;;;;;;
Muizenberg;SAWS;Muizenberg/ SAWS;February;16,75;;;;;;;
Muizenberg;SAWS;Muizenberg/ SAWS;February;19,20;;;;;;;
Muizenberg;SAWS;Muizenberg/ SAWS;February;18,38;;;;;;;
Muizenberg;SAWS;Muizenberg/ SAWS;February;18,61;;;;;;;
Muizenberg;SAWS;Muizenberg/ SAWS;February;19,30;;;;;;;
Muizenberg;SAWS;Muizenberg/ SAWS;February;18,88;;;;;;;
Muizenberg;SAWS;Muizenberg/ SAWS;February;21,41;;;;;;;
Muizenberg;SAWS;Muizenberg/ SAWS;February;17,77;;;;;;;
Muizenberg;SAWS;Muizenberg/ SAWS;February;18,14;;;;;;;
Muizenberg;SAWS;Muizenberg/ SAWS;February;20,32;;;;;;;
Muizenberg;SAWS;Muizenberg/ SAWS;February;18,75;;;;;;;
Muizenberg;SAWS;Muizenberg/ SAWS;February;18,86;;;;;;;
Muizenberg;SAWS;Muizenberg/ SAWS;February;18,71;;;;;;;
Muizenberg;SAWS;Muizenberg/ SAWS;February;19,59;;;;;;;
Muizenberg;SAWS;Muizenberg/ SAWS;February;18,53;;;;;;;
Muizenberg;SAWS;Muizenberg/ SAWS;February;19,30;;;;;;;
Muizenberg;SAWS;Muizenberg/ SAWS;February;19,63;;;;;;;
Muizenberg;SAWS;Muizenberg/ SAWS;February;19,16;;;;;;;
Muizenberg;SAWS;Muizenberg/ SAWS;February;19,48;;;;;;;
Muizenberg;SAWS;Muizenberg/ SAWS;February;18,98;;;;;;;
Muizenberg;SAWS;Muizenberg/ SAWS;February;19,77;;;;;;;
Muizenberg;SAWS;Muizenberg/ SAWS;February;17,64;;;;;;;
Muizenberg;SAWS;Muizenberg/ SAWS;February;18,76;;;;;;;
Muizenberg;SAWS;Muizenberg/ SAWS;March;17,10;17,79102381;;;;;;
Muizenberg;SAWS;Muizenberg/ SAWS;March;16,89;;;;;;;
Muizenberg;SAWS;Muizenberg/ SAWS;March;17,92;;;;;;;
Muizenberg;SAWS;Muizenberg/ SAWS;March;16,77;;;;;;;
Muizenberg;SAWS;Muizenberg/ SAWS;March;19,36;;;;;;;
Muizenberg;SAWS;Muizenberg/ SAWS;March;17,60;;;;;;;
Muizenberg;SAWS;Muizenberg/ SAWS;March;18,05;;;;;;;
Muizenberg;SAWS;Muizenberg/ SAWS;March;20,08;;;;;;;
Muizenberg;SAWS;Muizenberg/ SAWS;March;16,32;;;;;;;
Muizenberg;SAWS;Muizenberg/ SAWS;March;16,87;;;;;;;
Muizenberg;SAWS;Muizenberg/ SAWS;March;16,98;;;;;;;
Muizenberg;SAWS;Muizenberg/ SAWS;March;17,80;;;;;;;
Muizenberg;SAWS;Muizenberg/ SAWS;March;17,74;;;;;;;
Muizenberg;SAWS;Muizenberg/ SAWS;March;18,58;;;;;;;
Muizenberg;SAWS;Muizenberg/ SAWS;March;17,34;;;;;;;
Muizenberg;SAWS;Muizenberg/ SAWS;March;17,36;;;;;;;
Muizenberg;SAWS;Muizenberg/ SAWS;March;15,98;;;;;;;
Muizenberg;SAWS;Muizenberg/ SAWS;March;18,76;;;;;;;
Muizenberg;SAWS;Muizenberg/ SAWS;March;17,24;;;;;;;
Muizenberg;SAWS;Muizenberg/ SAWS;March;18,27;;;;;;;
Muizenberg;SAWS;Muizenberg/ SAWS;March;16,76;;;;;;;
Muizenberg;SAWS;Muizenberg/ SAWS;March;16,97;;;;;;;
Muizenberg;SAWS;Muizenberg/ SAWS;March;16,65;;;;;;;
Muizenberg;SAWS;Muizenberg/ SAWS;March;17,61;;;;;;;
Muizenberg;SAWS;Muizenberg/ SAWS;March;17,36;;;;;;;
Muizenberg;SAWS;Muizenberg/ SAWS;March;19,31;;;;;;;
Muizenberg;SAWS;Muizenberg/ SAWS;March;20,84;;;;;;;
Muizenberg;SAWS;Muizenberg/ SAWS;March;17,86;;;;;;;
Muizenberg;SAWS;Muizenberg/ SAWS;March;18,77;;;;;;;
Muizenberg;SAWS;Muizenberg/ SAWS;March;18,76;;;;;;;
Muizenberg;SAWS;Muizenberg/ SAWS;March;17,21;;;;;;;
Muizenberg;SAWS;Muizenberg/ SAWS;March;18,23;;;;;;;
Muizenberg;SAWS;Muizenberg/ SAWS;March;17,26;;;;;;;
Muizenberg;SAWS;Muizenberg/ SAWS;March;18,68;;;;;;;
Muizenberg;SAWS;Muizenberg/ SAWS;March;17,90;;;;;;;
Muizenberg;SAWS;Muizenberg/ SAWS;March;18,18;;;;;;;
Muizenberg;SAWS;Muizenberg/ SAWS;March;17,39;;;;;;;
Muizenberg;SAWS;Muizenberg/ SAWS;March;17,95;;;;;;;
Muizenberg;SAWS;Muizenberg/ SAWS;March;18,88;;;;;;;
Muizenberg;SAWS;Muizenberg/ SAWS;March;18,34;;;;;;;
Muizenberg;SAWS;Muizenberg/ SAWS;March;17,63;;;;;;;
Muizenberg;SAWS;Muizenberg/ SAWS;March;15,71;;;;;;;
Muizenberg;SAWS;Muizenberg/ SAWS;April;15,52;15,94054762;;;;;;
Muizenberg;SAWS;Muizenberg/ SAWS;April;16,17;;;;;;;
Muizenberg;SAWS;Muizenberg/ SAWS;April;16,81;;;;;;;
Muizenberg;SAWS;Muizenberg/ SAWS;April;16,98;;;;;;;
Muizenberg;SAWS;Muizenberg/ SAWS;April;16,45;;;;;;;
Muizenberg;SAWS;Muizenberg/ SAWS;April;17,07;;;;;;;
Muizenberg;SAWS;Muizenberg/ SAWS;April;16,92;;;;;;;
Muizenberg;SAWS;Muizenberg/ SAWS;April;17,73;;;;;;;
Muizenberg;SAWS;Muizenberg/ SAWS;April;16,07;;;;;;;
Muizenberg;SAWS;Muizenberg/ SAWS;April;16,45;;;;;;;
Muizenberg;SAWS;Muizenberg/ SAWS;April;12,47;;;;;;;
Muizenberg;SAWS;Muizenberg/ SAWS;April;16,00;;;;;;;
Muizenberg;SAWS;Muizenberg/ SAWS;April;16,33;;;;;;;
Muizenberg;SAWS;Muizenberg/ SAWS;April;16,75;;;;;;;
Muizenberg;SAWS;Muizenberg/ SAWS;April;15,80;;;;;;;
Muizenberg;SAWS;Muizenberg/ SAWS;April;16,13;;;;;;;
Muizenberg;SAWS;Muizenberg/ SAWS;April;15,73;;;;;;;
Muizenberg;SAWS;Muizenberg/ SAWS;April;17,20;;;;;;;
Muizenberg;SAWS;Muizenberg/ SAWS;April;12,93;;;;;;;
Muizenberg;SAWS;Muizenberg/ SAWS;April;15,05;;;;;;;
Muizenberg;SAWS;Muizenberg/ SAWS;April;14,93;;;;;;;
Muizenberg;SAWS;Muizenberg/ SAWS;April;14,48;;;;;;;
Muizenberg;SAWS;Muizenberg/ SAWS;April;14,27;;;;;;;
